"titulo";"localizacion";"precio";"ascensor";"baños";"trastero";"piso";"habitaciones";"metros_reales";"condicion";"armarios_empotrados";"terraza";"balcon";"garaje";"calefaccion";"aire_acondicionado";"newLocation";"region";"rent_price";"gross_profitability"
"Casa o chalet independiente en venta en La Alcayna";"Romeral";699000;0;4;1;"Muchas_plantas";4;420;"Segunda mano/buen estado";1;1;0;1;1;1;"la alcayna";NA;1420;2.43776824034335
"Casa o chalet independiente en venta en via Láctea";"El Pino";640000;0;2;1;"Primero";3;320;"Segunda mano/buen estado";1;1;1;1;1;1;"el pino";NA;1096;2.055
"Dúplex en venta en avenida la Media Legua, 45";"Las Torres de Cotillas";140060;0;3;1;"Intermedios";3;140;"Segunda mano/buen estado";1;1;1;1;1;1;"las torres de cotillas";"Las Torres de Cotillas";963;8.25074967870913
"Dúplex en venta en calle Rio Segura";"Torrealta-Ribera de Molina";170590;0;1;0;"Bajo";3;147;"Segunda mano/buen estado";0;0;0;0;0;0;"torrealta-ribera de molina";NA;849;5.97221408054399
"Casa o chalet independiente en venta en Campotéjar-Los Valientes";"campotéjar-los valientes";269000;0;2;1;"Muchas_plantas";4;309;"Segunda mano/buen estado";0;1;0;1;1;1;"campotejar-los valientes";NA;1144;5.10334572490706
"Dúplex en venta en Los Vientos-Casa Ros";"Molina de Segura";230000;0;3;1;"Bajo";4;275;"Segunda mano/buen estado";0;1;0;1;1;0;"los vientos-casa ros";NA;1148;5.9895652173913
"Chalet pareado en venta en calle Ría de Noya";"Torrealta-Ribera de Molina";173630;0;1;0;"Muchas_plantas";3;130;"Segunda mano/para reformar";0;0;0;0;0;0;"torrealta-ribera de molina";NA;810;5.5981109255313
"Casa o chalet independiente en venta en Los Conejos";"Romeral";450000;0;4;1;"Muchas_plantas";4;213;"Segunda mano/buen estado";1;1;1;1;1;1;"los conejos";NA;1210;3.22666666666667
"Piso en venta en Las Torres de Cotillas";"las torres de cotillas";69900;0;2;0;"Primero";4;114;"Segunda mano/buen estado";0;0;1;0;1;0;"las torres de cotillas";"Las Torres de Cotillas";973;16.7038626609442
"Chalet adosado en venta en Las Torres de Cotillas";"las torres de cotillas";220000;0;3;1;"Muchas_plantas";4;331;"Segunda mano/buen estado";1;1;1;1;0;1;"las torres de cotillas";"Las Torres de Cotillas";1264;6.89454545454545
"Casa o chalet independiente en venta en Las Torres de Cotillas";"las torres de cotillas";235000;0;3;0;"Muchas_plantas";3;245;"Segunda mano/buen estado";0;1;1;1;1;1;"las torres de cotillas";"Las Torres de Cotillas";1157;5.90808510638298
"Chalet adosado en venta en calle Doctor Marañón";"San Antonio-San José-Los Ángeles";141000;0;1;0;"Muchas_plantas";3;191;"Segunda mano/buen estado";0;0;0;0;0;0;"san antonio-san jose-los angeles";NA;944;8.03404255319149
"Piso en venta en avenida de Madrid, 76";"Fátima-El Panderón";105000;1;2;0;"Intermedios";4;120;"Segunda mano/buen estado";0;0;1;0;1;1;"fatima-el panderon";NA;968;11.0628571428571
"Chalet pareado en venta en calle Caserío";"Las Torres de Cotillas";135000;0;1;0;"Muchas_plantas";3;476;"Segunda mano/buen estado";0;0;0;0;0;0;"las torres de cotillas";"Las Torres de Cotillas";1276;11.3422222222222
"Piso en venta en Andalucia, 1";"Las Torres de Cotillas";89000;1;1;1;"Primero";2;90;"Segunda mano/buen estado";0;0;1;1;0;0;"las torres de cotillas";"Las Torres de Cotillas";711;9.58651685393258
"Chalet pareado en venta en calle Don Jesus Garcia";"Lorqui";133650;0;1;0;"Muchas_plantas";3;143;"Segunda mano/para reformar";0;0;0;0;0;0;"lorqui";"Lorquí";825;7.40740740740741
"Piso en venta en imprenta, 3";"Sagrado Corazón";133000;1;2;1;"Primero";3;100;"Segunda mano/buen estado";0;1;0;1;1;1;"sagrado corazon";NA;799;7.20902255639098
"Casa o chalet independiente en venta en calle Loma de Gualay";"Altorreal-El Chorrico";830000;0;5;1;"Muchas_plantas";4;374;"Segunda mano/buen estado";1;1;0;1;1;1;"altorreal-el chorrico";NA;1434;2.07325301204819
"Piso en venta en calle Salvador Frutos Ayuso, 17";"Las Torres de Cotillas";75000;1;1;1;"Bajo";1;79;"Segunda mano/buen estado";1;0;0;1;0;0;"las torres de cotillas";"Las Torres de Cotillas";632;10.112
"Casa o chalet independiente en venta en Las Torres de Cotillas";"las torres de cotillas";395000;0;5;1;"Muchas_plantas";5;571;"Segunda mano/buen estado";1;1;1;1;1;1;"las torres de cotillas";"Las Torres de Cotillas";1747;5.3073417721519
"Chalet adosado en venta en calle Alcantarilla";"Las Torres de Cotillas";126134;0;1;0;"Muchas_plantas";3;251;"Segunda mano/buen estado";0;0;0;0;0;0;"las torres de cotillas";"Las Torres de Cotillas";1014;9.64688347313175
"Casa o chalet independiente en venta en calle de los Romeros";"San Miguel";299000;0;4;1;"Muchas_plantas";5;300;"Segunda mano/buen estado";1;1;1;1;1;1;"san miguel";NA;1365;5.47826086956522
"Chalet adosado en venta en calle Castilla-la Mancha";"Las Torres de Cotillas";191000;0;1;0;"Muchas_plantas";3;289;"Segunda mano/para reformar";0;0;0;0;0;0;"las torres de cotillas";"Las Torres de Cotillas";995;6.25130890052356
"Chalet adosado en venta en El Castillo-San Roque-El Carmen";"el carmen";83000;0;1;0;"Primero";3;127;"Segunda mano/para reformar";0;1;0;0;1;0;"el carmen";NA;764;11.0457831325301
"Piso en venta en calle Andalucía, 12";"Las Torres de Cotillas";98000;1;1;1;"Primero";2;80;"Segunda mano/buen estado";0;0;1;1;0;1;"las torres de cotillas";"Las Torres de Cotillas";678;8.30204081632653
"Chalet adosado en venta en avenida de la Constitución, 10";"Lorqui";170000;0;3;0;"Muchas_plantas";5;162;"Segunda mano/buen estado";1;0;1;0;1;1;"lorqui";"Lorquí";1190;8.4
"Casa o chalet independiente en venta en Cañada de Morcillo, 33";"Fátima-El Panderón";300000;0;2;1;"Primero";5;250;"Segunda mano/buen estado";1;1;0;1;1;1;"fatima-el panderon";NA;1092;4.368
"Finca rústica en venta en Diseminado Huerta Arriba, 46";"El Llano";170000;0;2;1;"Primero";4;190;"Segunda mano/buen estado";1;1;0;1;1;1;"el llano";NA;968;6.83294117647059
"Piso en venta en calle Murcia, 12";"El Castillo-San Roque-El Carmen";120000;0;2;1;"Intermedios";3;120;"Segunda mano/buen estado";0;1;0;0;0;1;"el castillo-san roque-el carmen";"Region from Substring Match";814;8.14
"Piso en venta en calle Velázquez, 22";"Ceuti";84900;1;2;1;"Primero";3;110;"Segunda mano/buen estado";0;1;1;1;0;1;"ceuti";"Ceutí";825;11.660777385159
"Chalet pareado en venta en calle 15 Coronas, 7";"Altorreal-El Chorrico";226000;0;3;1;"Muchas_plantas";4;178;"Segunda mano/buen estado";1;1;0;1;0;1;"altorreal-el chorrico";NA;1055;5.60176991150442
"Chalet adosado en venta en calle Zafiro, 5";"San Miguel";185000;0;3;1;"Muchas_plantas";4;300;"Segunda mano/buen estado";1;1;1;1;1;1;"san miguel";NA;1244;8.06918918918919
"Piso en venta en calle Mayor, 37";"Sagrado Corazón";155000;1;2;0;"Intermedios";4;120;"Segunda mano/buen estado";0;1;1;0;0;1;"sagrado corazon";NA;944;7.30838709677419
"Casa o chalet independiente en venta en camino los Beltranes, 10";"Alguazas";225000;0;2;1;"Muchas_plantas";4;450;"Segunda mano/buen estado";1;1;1;1;0;1;"alguazas";"Alguazas";1335;7.12
"Casa de pueblo en venta en Las Torres de Cotillas";"las torres de cotillas";146000;0;3;1;"Muchas_plantas";3;179;"Segunda mano/buen estado";0;0;0;0;0;0;"las torres de cotillas";"Las Torres de Cotillas";1021;8.39178082191781
"Piso en venta en calle Taibilla, 152";"Altorreal-El Chorrico";160000;1;2;1;"Intermedios";2;107;"Segunda mano/buen estado";1;1;0;1;0;0;"altorreal-el chorrico";NA;780;5.85
"Casa o chalet independiente en venta en calle Romeros I, 215";"Las Torres de Cotillas";500000;0;4;1;"Muchas_plantas";5;351;"Segunda mano/buen estado";1;1;1;1;0;1;"las torres de cotillas";"Las Torres de Cotillas";1408;3.3792
"Chalet pareado en venta en Altorreal-El Chorrico";"Romeral";295000;0;3;0;"Primero";4;256;"Segunda mano/buen estado";0;1;0;0;1;0;"altorreal-el chorrico";NA;1166;4.74305084745763
"Casa o chalet independiente en venta en avenida Emisora, 19";"Las Torres de Cotillas";800000;0;4;1;"Muchas_plantas";5;686;"Segunda mano/buen estado";1;1;0;1;1;1;"las torres de cotillas";"Las Torres de Cotillas";1783;2.6745
"Chalet adosado en venta en calle Paraguay, 12";"Alguazas";146000;0;3;0;"Muchas_plantas";4;220;"Segunda mano/buen estado";1;1;1;0;0;1;"alguazas";"Alguazas";1180;9.6986301369863
"Casa o chalet independiente en venta en avenida del Golf, 1";"Altorreal-El Chorrico";757000;0;5;1;"Muchas_plantas";8;581;"Segunda mano/buen estado";1;1;0;1;0;1;"altorreal-el chorrico";NA;1873;2.96908850726552
"Chalet pareado en venta en calle Argentina, 47";"Alguazas";173000;0;3;0;"Primero";4;205;"Segunda mano/buen estado";1;1;0;1;1;0;"alguazas";"Alguazas";1118;7.75491329479769
"Casa o chalet independiente en venta en calle Faisanes, 1";"Las Torres de Cotillas";380000;0;3;1;"Muchas_plantas";5;1;"Segunda mano/buen estado";1;1;1;1;1;1;"las torres de cotillas";"Las Torres de Cotillas";949;2.99684210526316
"Chalet adosado en venta en calle del Águila, 15";"Fátima-El Panderón";218000;0;3;1;"Muchas_plantas";5;314;"Segunda mano/buen estado";1;1;1;1;1;1;"fatima-el panderon";NA;1314;7.23302752293578
"Casa o chalet independiente en venta en calle Águila, 34";"Altorreal-El Chorrico";600000;0;5;1;"Muchas_plantas";4;625;"Segunda mano/buen estado";1;1;1;1;1;1;"altorreal-el chorrico";NA;1756;3.512
"Casa rural en venta en camino del Pago s/n";"Alguazas";300000;0;2;1;"Primero";5;500;"Segunda mano/buen estado";0;1;0;1;0;0;"alguazas";"Alguazas";1375;5.5
"Ático en venta en El Castillo-San Roque-El Carmen";"el carmen";130000;1;2;0;"Intermedios";3;110;"Segunda mano/buen estado";1;1;0;1;1;0;"el carmen";NA;897;8.28
"Piso en venta en calle Rosales, 21";"Las Torres de Cotillas";74900;0;2;1;"Primero";3;180;"Segunda mano/buen estado";1;1;0;0;0;1;"las torres de cotillas";"Las Torres de Cotillas";888;14.2269692923899
"Piso en venta en avenida de Madrid, 14";"Centro";148000;1;2;1;"Primero";4;100;"Segunda mano/buen estado";1;1;1;1;0;1;"centro";NA;880;7.13513513513514
"Piso en venta en calle Magno, 3";"Altorreal-El Chorrico";140000;1;2;0;"Primero";2;102;"Segunda mano/buen estado";1;0;0;1;0;0;"altorreal-el chorrico";NA;818;7.01142857142857
"Ático en venta en calle Jara Carrillo, 5 D";"Centro";176900;1;2;1;"Ultimos_pisos";3;130;"Segunda mano/buen estado";1;1;0;1;1;1;"centro";NA;892;6.05087620124364
"Chalet pareado en venta en calle Doctor Fernández Vera";"Las Torres de Cotillas";139000;0;1;0;"Muchas_plantas";3;304;"Segunda mano/buen estado";0;0;0;0;0;0;"las torres de cotillas";"Las Torres de Cotillas";1076;9.28920863309352
"Chalet adosado en venta en calle Dublín, 87";"Los Vientos-Casa Ros";199500;0;3;1;"Muchas_plantas";4;213;"Segunda mano/buen estado";1;1;1;1;1;1;"los vientos-casa ros";NA;1142;6.86917293233083
"Casa o chalet independiente en venta en Diseminado Casa Pepe Rosa, 2";"Campotéjar-Los Valientes";190000;0;3;1;"Primero";3;300;"Segunda mano/buen estado";0;1;0;1;0;1;"campotejar-los valientes";NA;1081;6.82736842105263
