"titulo";"localizacion";"precio";"ascensor";"baños";"trastero";"piso";"habitaciones";"metros_reales";"condicion";"armarios_empotrados";"terraza";"balcon";"garaje";"calefaccion";"aire_acondicionado";"newLocation";"region";"rent_price";"gross_profitability"
"Piso en venta en calle Góngora";"Islas Menores-Mar de Cristal";198000;0;2;1;"Bajo";3;160;"Segunda mano/buen estado";1;1;1;0;1;1;"islas menores-mar de cristal";NA;917;5.55757575757576
"Piso en venta en Playa Honda-Playa Paraíso";"playa honda-playa paraíso";148900;0;2;0;"Otro";3;90;"Segunda mano/buen estado";0;0;0;0;0;0;"playa honda-playa paraiso";NA;875;7.05171255876427
"Casa o chalet en venta en Los Belones";"los belones";80000;0;2;0;"Muchas_plantas";3;90;"Segunda mano/buen estado";0;0;0;0;0;0;"los belones";NA;894;13.41
"Casa o chalet en venta en Islas Menores-Mar de Cristal";"islas menores-mar de cristal";315000;0;2;0;"Muchas_plantas";5;307;"Segunda mano/buen estado";0;0;0;0;0;0;"islas menores-mar de cristal";NA;1254;4.77714285714286
"Dúplex en venta en Los Nietos";"los nietos";125000;0;2;0;"Otro";3;108;"Segunda mano/buen estado";0;0;0;0;0;0;"los nietos";NA;896;8.6016
"Piso en venta en calle Galupe";"Los Nietos";59500;0;1;0;"Bajo";2;60;"Segunda mano/buen estado";0;0;0;0;0;1;"los nietos";NA;672;13.5529411764706
"Casa o chalet en venta en Los Belones";"los belones";440000;0;3;0;"Muchas_plantas";4;316;"Segunda mano/buen estado";0;0;0;0;0;0;"los belones";NA;1278;3.48545454545455
"Casa o chalet en venta en Islas Menores-Mar de Cristal";"islas menores-mar de cristal";149000;0;2;0;"Muchas_plantas";3;100;"Segunda mano/buen estado";0;0;0;0;0;0;"islas menores-mar de cristal";NA;906;7.29664429530201
"Casa o chalet en venta en Los Belones";"los belones";130000;0;2;0;"Muchas_plantas";3;120;"Segunda mano/buen estado";0;0;0;0;0;0;"los belones";NA;929;8.57538461538462
"Ático en venta en calle Cala del Cuervo";"Cabo de Palos";249000;1;2;0;"Intermedios";2;72;"Segunda mano/buen estado";1;1;0;1;0;1;"cabo de palos";NA;761;3.66746987951807
"Piso en venta en Los Nietos";"los nietos";88000;0;1;0;"Primero";2;70;"Segunda mano/buen estado";0;1;0;1;1;1;"los nietos";NA;685;9.34090909090909
"Casa o chalet independiente en venta en Polígono Playa de los Alemanes";"Playa Honda-Playa Paraíso";395000;0;2;1;"Primero";3;334;"Segunda mano/buen estado";1;1;0;1;1;0;"playa honda-playa paraiso";NA;1104;3.35392405063291
"Piso en venta en calle Espalmador";"Islas Menores-Mar de Cristal";77000;0;1;0;"Intermedios";2;58;"Segunda mano/buen estado";0;0;1;0;0;0;"islas menores-mar de cristal";NA;725;11.2987012987013
"Piso en venta en Playa Honda-Playa Paraíso";"playa honda-playa paraíso";120000;1;1;0;"Otro";3;92;"Segunda mano/buen estado";1;1;0;0;0;0;"playa honda-playa paraiso";NA;816;8.16
"Chalet adosado en venta en calle Chirrete";"Los Nietos";96000;0;2;0;"Muchas_plantas";2;70;"Segunda mano/buen estado";1;0;0;1;0;0;"los nietos";NA;828;10.35
"Casa o chalet independiente en venta en Cabo de Palos";"cabo de palos";450000;0;2;0;"Muchas_plantas";3;171;"Segunda mano/buen estado";0;1;0;1;0;0;"cabo de palos";NA;978;2.608
"Piso en venta en Islas Menores-Mar de Cristal";"islas menores-mar de cristal";115000;1;1;0;"Intermedios";2;69;"Segunda mano/buen estado";1;1;0;0;1;1;"islas menores-mar de cristal";NA;708;7.38782608695652
"Piso en venta en Ribera Beach";"Islas Menores-Mar de Cristal";198000;1;2;0;"Bajo";3;85;"Segunda mano/buen estado";1;1;0;1;0;1;"islas menores-mar de cristal";NA;827;5.01212121212121
"Casa rural en venta en Paraje los Chaparros";"Los Belones";250000;0;1;0;"Otro";3;300;"Segunda mano/buen estado";0;0;0;0;0;0;"los belones";NA;1052;5.0496
"Chalet adosado en venta en camino Cala Reona";"Cabo de Palos";310000;0;2;0;"Muchas_plantas";3;120;"Segunda mano/buen estado";0;1;0;1;1;1;"cabo de palos";NA;914;3.53806451612903
"Casa o chalet independiente en venta en calle Mingotes, 18";"Los Nietos";112000;0;1;1;"Primero";3;115;"Segunda mano/buen estado";1;1;0;1;1;1;"los nietos";NA;760;8.14285714285714
"Chalet pareado en venta en calle del Jurel";"Los Nietos";50000;0;1;0;"Muchas_plantas";2;63;"Segunda mano/buen estado";0;0;0;0;0;0;"los nietos";NA;742;17.808
"Casa o chalet independiente en venta en avenida del progreso, 24";"Los Nietos";270000;0;3;1;"Muchas_plantas";8;278;"Segunda mano/buen estado";1;1;0;0;0;1;"los nietos";NA;1387;6.16444444444444
"Casa o chalet independiente en venta en calle Islas Canarias, 11";"Islas Menores-Mar de Cristal";180000;0;1;0;"Muchas_plantas";4;110;"Segunda mano/buen estado";1;1;1;0;1;0;"islas menores-mar de cristal";NA;955;6.36666666666667
"Chalet adosado en venta en La Manga Club-Atamaría";"la manga club-atamaría";345000;0;2;0;"Muchas_plantas";3;124;"Segunda mano/buen estado";0;0;0;0;0;0;"la manga club-atamaria";NA;933;3.24521739130435
"Chalet pareado en venta en calle Tintoreto, 25";"Islas Menores-Mar de Cristal";155000;0;2;0;"Primero";2;88;"Segunda mano/buen estado";1;1;1;1;0;1;"islas menores-mar de cristal";NA;800;6.19354838709677
"Piso en venta en Río Bidasoa, 26";"Playa Honda-Playa Paraíso";99000;1;1;1;"Intermedios";2;84;"Segunda mano/buen estado";1;1;1;0;1;1;"playa honda-playa paraiso";NA;713;8.64242424242424
"Piso en venta en Islas Menores-Mar de Cristal";"islas menores-mar de cristal";69000;1;1;0;"Intermedios";1;60;"Segunda mano/buen estado";1;1;1;0;1;0;"islas menores-mar de cristal";NA;696;12.104347826087
"Piso en venta en calle Río Darro, 124";"Playa Honda-Playa Paraíso";90000;1;1;0;"Intermedios";1;47;"Segunda mano/buen estado";0;1;0;0;0;0;"playa honda-playa paraiso";NA;621;8.28
"Casa o chalet independiente en venta en via de La Manga, 11";"Los Belones";75000;0;1;0;"Muchas_plantas";4;83;"Segunda mano/buen estado";0;0;0;0;0;1;"los belones";NA;851;13.616
"Chalet pareado en venta en calle del Jurel";"Los Nietos";50000;0;1;0;"Muchas_plantas";2;63;"Segunda mano/buen estado";0;0;0;0;0;0;"los nietos";NA;742;17.808
"Dúplex en venta en Cabo de Palos";"cabo de palos";260000;0;2;0;"Bajo";3;119;"Segunda mano/buen estado";1;1;1;0;1;0;"cabo de palos";NA;934;4.31076923076923
"Casa o chalet independiente en venta en via de La Manga, 60 f";"Playa Honda-Playa Paraíso";85000;0;1;1;"Muchas_plantas";3;130;"Segunda mano/buen estado";0;1;0;1;1;0;"playa honda-playa paraiso";NA;836;11.8023529411765
"Piso en venta en avenida Playa Honda, 2 -10";"Playa Honda-Playa Paraíso";79800;1;1;0;"Intermedios";1;40;"Segunda mano/buen estado";1;0;0;0;1;1;"playa honda-playa paraiso";NA;629;9.45864661654135
"Dúplex en venta en calle Isla Ízaro, 25";"Islas Menores-Mar de Cristal";150000;0;2;0;"Bajo";3;160;"Segunda mano/buen estado";1;1;0;0;0;0;"islas menores-mar de cristal";NA;935;7.48
"Casa o chalet en venta en Islas Menores-Mar de Cristal";"islas menores-mar de cristal";469950;0;3;0;"Muchas_plantas";3;277;"Segunda mano/buen estado";0;0;0;0;0;0;"islas menores-mar de cristal";NA;1179;3.0105330354293
"Casa o chalet en venta en Los Nietos";"los nietos";50000;0;1;0;"Muchas_plantas";3;78;"Segunda mano/buen estado";0;0;0;0;0;0;"los nietos";NA;813;19.512
"Casa o chalet en venta en Islas Menores-Mar de Cristal";"islas menores-mar de cristal";145000;0;1;0;"Muchas_plantas";3;73;"Segunda mano/buen estado";0;0;0;0;1;0;"islas menores-mar de cristal";NA;823;6.81103448275862
"Casa o chalet independiente en venta en calle Isidoro Maiquez, 7";"Los Nietos";144000;0;1;1;"Primero";3;90;"Segunda mano/buen estado";0;1;0;0;1;0;"los nietos";NA;741;6.175
"Ático en venta en calle Isla del Ciervo";"Los Nietos";115000;0;1;0;"Primero";2;120;"Segunda mano/buen estado";1;1;0;1;1;0;"los nietos";NA;777;8.10782608695652
"Piso en venta en Los Nietos";"los nietos";59500;0;1;0;"Otro";2;63;"Segunda mano/buen estado";0;0;0;0;0;0;"los nietos";NA;723;14.581512605042
"Piso en venta en Los Nietos";"los nietos";95000;1;1;0;"Otro";3;90;"Segunda mano/buen estado";0;0;1;1;1;1;"los nietos";NA;834;10.5347368421053
"Chalet adosado en venta en calle Rodaballo, 30";"Los Nietos";120000;0;1;1;"Muchas_plantas";2;120;"Segunda mano/buen estado";1;1;1;1;0;1;"los nietos";NA;776;7.76
"Piso en venta en Urbanización Castillos del Mar 2 fase 3, 5";"Playa Honda-Playa Paraíso";210000;1;1;0;"Intermedios";2;90;"Segunda mano/buen estado";1;1;0;1;1;0;"playa honda-playa paraiso";NA;753;4.30285714285714
"Chalet pareado en venta en Islas Menores-Mar de Cristal";"islas menores-mar de cristal";135000;0;2;0;"Muchas_plantas";3;100;"Segunda mano/buen estado";1;1;0;0;0;0;"islas menores-mar de cristal";NA;910;8.08888888888889
"Piso en venta en avenida de la Manga. Km 14, 14";"Playa Honda-Playa Paraíso";135000;1;1;0;"Ultimos_pisos";2;86;"Segunda mano/buen estado";1;0;1;1;1;0;"playa honda-playa paraiso";NA;824;7.32444444444444
"Piso en venta en Los Belones";"los belones";83000;0;2;1;"Primero";3;100;"Segunda mano/buen estado";1;1;1;0;0;1;"los belones";NA;826;11.9421686746988
"Chalet adosado en venta en calle Río Segre, 24";"Los Belones";110000;0;2;0;"Muchas_plantas";4;101;"Segunda mano/buen estado";1;1;1;0;0;0;"los belones";NA;995;10.8545454545455
"Casa o chalet independiente en venta en Lugar Villas Caravaning, 24 a";"Playa Honda-Playa Paraíso";86000;0;1;0;"Primero";3;80;"Segunda mano/buen estado";0;0;0;0;0;1;"playa honda-playa paraiso";NA;744;10.3813953488372
"Dúplex en venta en avenida José Antonio, 28";"Los Nietos";85000;0;1;0;"Bajo";3;90;"Segunda mano/buen estado";0;0;0;0;0;0;"los nietos";NA;782;11.04
"Piso en venta en avenida Julietta Orbaiceta, 78";"Playa Honda-Playa Paraíso";130000;1;1;0;"Intermedios";2;86;"Segunda mano/buen estado";1;1;0;1;1;1;"playa honda-playa paraiso";NA;727;6.71076923076923
"Piso en venta en calle de la Dorada, 5";"Los Nietos";160000;1;1;0;"Bajo";2;70;"Segunda mano/buen estado";1;1;0;1;1;1;"los nietos";NA;705;5.2875
"Dúplex en venta en Playa Honda-Playa Paraíso";"playa honda-playa paraíso";132000;0;2;0;"Bajo";2;98;"Segunda mano/buen estado";1;1;0;0;1;1;"playa honda-playa paraiso";NA;804;7.30909090909091
"Chalet adosado en venta en avenida Mar Menor, 31";"Islas Menores-Mar de Cristal";130000;0;2;0;"Muchas_plantas";3;125;"Segunda mano/buen estado";1;1;1;0;0;1;"islas menores-mar de cristal";NA;948;8.75076923076923
"Chalet adosado en venta en plaza Islas Bledas, 10";"Islas Menores-Mar de Cristal";90000;0;1;0;"Muchas_plantas";3;140;"Segunda mano/buen estado";0;1;1;0;0;1;"islas menores-mar de cristal";NA;886;11.8133333333333
"Casa o chalet independiente en venta en Los Nietos";"los nietos";186000;0;3;0;"Muchas_plantas";3;180;"Segunda mano/buen estado";0;0;0;0;1;1;"los nietos";NA;1060;6.83870967741935
"Chalet adosado en venta en La Manga Club-Atamaría";"la manga club-atamaría";250000;0;3;0;"Muchas_plantas";3;107;"Segunda mano/buen estado";1;1;1;0;0;1;"la manga club-atamaria";NA;994;4.7712
"Piso en venta en Los Nietos";"los nietos";59500;0;1;0;"Bajo";2;65;"Segunda mano/buen estado";1;0;0;0;0;0;"los nietos";NA;712;14.3596638655462
"Casa o chalet independiente en venta en Urbanización chalet (Playa de los Alemanes), 1";"Playa Honda-Playa Paraíso";515000;0;3;0;"Muchas_plantas";5;285;"Segunda mano/buen estado";1;1;0;0;1;0;"playa honda-playa paraiso";NA;1316;3.06640776699029
"Piso en venta en Los Nietos";"los nietos";87000;0;1;0;"Intermedios";3;108;"Segunda mano/buen estado";0;1;1;0;1;0;"los nietos";NA;845;11.6551724137931
"Piso en venta en Los Nietos";"los nietos";39000;0;1;0;"Primero";2;65;"Segunda mano/para reformar";0;1;0;0;0;0;"los nietos";NA;622;19.1384615384615
"Chalet adosado en venta en calle Islas Canarias";"Islas Menores-Mar de Cristal";94950;0;2;1;"Muchas_plantas";4;137;"Segunda mano/para reformar";0;1;1;0;0;0;"islas menores-mar de cristal";NA;917;11.5892575039494
"Chalet pareado en venta en Los Nietos";"los nietos";80000;0;1;0;"Muchas_plantas";3;90;"Segunda mano/buen estado";0;0;0;0;0;1;"los nietos";NA;805;12.075
"Piso en venta en Playa Honda-Playa Paraíso";"playa honda-playa paraíso";130000;1;1;0;"Intermedios";2;80;"Segunda mano/buen estado";0;0;0;1;1;1;"playa honda-playa paraiso";NA;715;6.6
"Piso en venta en Los Nietos";"los nietos";80000;0;1;0;"Bajo";2;70;"Segunda mano/buen estado";1;1;0;0;0;0;"los nietos";NA;710;10.65
"Piso en venta en Playa Honda-Playa Paraíso";"playa honda-playa paraíso";98000;1;1;0;"Otro";2;90;"Segunda mano/buen estado";0;0;0;0;0;0;"playa honda-playa paraiso";NA;756;9.25714285714286
"Piso en venta en Los Nietos";"los nietos";79000;0;1;0;"Otro";4;85;"Segunda mano/buen estado";0;0;0;0;0;0;"los nietos";NA;856;13.0025316455696
"Chalet adosado en venta en Los Nietos";"los nietos";156000;0;2;0;"Muchas_plantas";5;150;"Segunda mano/buen estado";1;0;0;1;0;1;"los nietos";NA;1061;8.16153846153846
"Piso en venta en Islas Menores-Mar de Cristal";"islas menores-mar de cristal";89000;1;1;0;"Otro";2;72;"Segunda mano/buen estado";0;0;0;0;0;0;"islas menores-mar de cristal";NA;735;9.91011235955056
"Piso en venta en calle Isaac Peral";"Los Nietos";75000;0;1;0;"Primero";4;101;"Segunda mano/buen estado";0;0;0;0;0;1;"los nietos";NA;822;13.152
"Piso en venta en Playa Paraíso, 1";"Playa Honda-Playa Paraíso";140000;1;1;0;"Intermedios";2;70;"Segunda mano/buen estado";0;1;0;0;0;0;"playa honda-playa paraiso";NA;702;6.01714285714286
"Piso en venta en calle Río Darro, 120";"Playa Honda-Playa Paraíso";115000;1;1;0;"Bajo";3;100;"Segunda mano/buen estado";0;1;1;1;0;1;"playa honda-playa paraiso";NA;795;8.29565217391304
"Piso en venta en calle Islas Columbretes";"Islas Menores-Mar de Cristal";100000;1;1;1;"Primero";2;80;"Segunda mano/buen estado";1;0;1;1;1;1;"islas menores-mar de cristal";NA;707;8.484
"Casa o chalet en venta en Poblado Barracas";"Los Belones";295000;0;3;0;"Muchas_plantas";3;175;"Segunda mano/buen estado";0;0;0;1;0;0;"los belones";NA;1059;4.30779661016949
"Piso en venta en Playa Honda - Playa Paraiso";"Playa Honda-Playa Paraíso";105000;1;1;0;"Ultimos_pisos";2;70;"Segunda mano/buen estado";1;1;0;0;0;1;"playa honda-playa paraiso";NA;730;8.34285714285714
"Casa o chalet en venta en Los Belones";"los belones";175000;0;2;0;"Muchas_plantas";5;120;"Segunda mano/buen estado";0;0;0;0;0;0;"los belones";NA;1036;7.104
"Piso en venta en Los Nietos";"los nietos";72100;0;1;0;"Bajo";2;79;"Segunda mano/buen estado";0;0;0;0;0;0;"los nietos";NA;716;11.9167822468793
"Chalet pareado en venta en Los Nietos";"los nietos";289000;0;2;1;"Primero";5;127;"Segunda mano/buen estado";1;1;1;1;0;1;"los nietos";NA;963;3.99861591695502
"Chalet pareado en venta en calle isla del barón, 4";"Islas Menores-Mar de Cristal";129000;0;2;1;"Muchas_plantas";3;120;"Segunda mano/buen estado";1;1;0;1;0;0;"islas menores-mar de cristal";NA;888;8.26046511627907
"Piso en venta en calle Orozco, 4";"Islas Menores-Mar de Cristal";89000;0;1;0;"Primero";2;70;"Segunda mano/buen estado";1;1;0;0;0;0;"islas menores-mar de cristal";NA;704;9.49213483146067
"Piso en venta en avenida playa Honda, 29";"Playa Honda-Playa Paraíso";145000;1;1;1;"Intermedios";2;80;"Segunda mano/buen estado";1;1;0;1;1;0;"playa honda-playa paraiso";NA;697;5.76827586206897
"Piso en venta en calle Diosa Tanit, 48";"Playa Honda-Playa Paraíso";90000;1;1;0;"Intermedios";2;62;"Segunda mano/buen estado";1;1;0;1;0;1;"playa honda-playa paraiso";NA;683;9.10666666666667
"Chalet adosado en venta en calle Islas Canarias, 1";"Islas Menores-Mar de Cristal";178000;0;2;1;"Muchas_plantas";4;180;"Segunda mano/buen estado";1;1;1;0;0;1;"islas menores-mar de cristal";NA;1022;6.88988764044944
"Piso en venta en calle Isla Graciosa, 12";"Islas Menores-Mar de Cristal";95000;0;1;1;"Primero";3;85;"Segunda mano/buen estado";1;1;1;0;0;1;"islas menores-mar de cristal";NA;741;9.36
"Casa o chalet independiente en venta en Los Nietos";"los nietos";59000;0;2;0;"Muchas_plantas";1;60;"Segunda mano/buen estado";0;0;0;0;1;0;"los nietos";NA;768;15.6203389830508
"Piso en venta en calle Ribalta, 15";"Islas Menores-Mar de Cristal";95000;1;1;0;"Primero";3;90;"Segunda mano/buen estado";1;1;0;0;0;1;"islas menores-mar de cristal";NA;762;9.62526315789474
"Casa o chalet independiente en venta en calle San Diego, 4";"Los Nietos";96000;0;2;1;"Muchas_plantas";4;135;"Segunda mano/buen estado";0;1;0;0;1;0;"los nietos";NA;964;12.05
"Piso en venta en calle Pardete, 1";"Los Nietos";70000;0;1;0;"Bajo";2;70;"Segunda mano/buen estado";1;1;0;0;0;1;"los nietos";NA;688;11.7942857142857
"Chalet adosado en venta en carretera Portman, 25";"Club-Atamaría";650000;0;4;0;"Muchas_plantas";5;313;"Segunda mano/buen estado";1;1;1;1;1;1;"portman";NA;1423;2.62707692307692
"Casa o chalet independiente en venta en Los Nietos";"los nietos";49688;0;1;0;"Primero";2;50;"Segunda mano/buen estado";0;0;0;0;1;0;"los nietos";NA;693;16.7364353566253
"Chalet adosado en venta en calle Sargos, 23";"Los Nietos";140000;0;2;1;"Muchas_plantas";3;105;"Segunda mano/buen estado";1;0;0;1;0;1;"los nietos";NA;858;7.35428571428571
"Piso en venta en calle del Bonito, 1";"Los Nietos";89900;1;1;1;"Intermedios";2;80;"Segunda mano/buen estado";1;1;0;1;1;1;"los nietos";NA;676;9.02335928809789
"Chalet adosado en venta en calle Chirrete, 1";"Los Nietos";96000;0;2;1;"Muchas_plantas";2;90;"Segunda mano/buen estado";1;1;1;1;1;0;"los nietos";NA;846;10.575
"Piso en venta en calle Río Tormes, 361";"Playa Honda-Playa Paraíso";85000;1;1;0;"Ultimos_pisos";1;50;"Segunda mano/buen estado";1;1;0;0;0;0;"playa honda-playa paraiso";NA;675;9.52941176470588
"Piso en venta en calle Ribalta, 40";"Islas Menores-Mar de Cristal";75000;1;1;0;"Intermedios";2;85;"Segunda mano/buen estado";0;0;0;0;0;0;"islas menores-mar de cristal";NA;728;11.648
"Piso en venta en Los Belones";"los belones";94000;0;1;0;"Otro";3;138;"Segunda mano/buen estado";0;0;0;0;0;0;"los belones";NA;864;11.0297872340426
"Ático en venta en Mar de cristal, 58";"Islas Menores-Mar de Cristal";165000;1;2;1;"Intermedios";3;140;"Segunda mano/buen estado";1;1;1;1;0;1;"islas menores-mar de cristal";NA;881;6.40727272727273
"Casa o chalet independiente en venta en calle Río Tajo, 19";"Playa Honda-Playa Paraíso";250000;0;1;1;"Muchas_plantas";3;110;"Segunda mano/buen estado";1;0;0;0;0;0;"playa honda-playa paraiso";NA;819;3.9312
"Casa o chalet independiente en venta en avenida España, 2";"Los Nietos";200000;0;2;0;"Muchas_plantas";4;328;"Segunda mano/buen estado";1;1;0;1;0;0;"los nietos";NA;1228;7.368
"Piso en venta en calle Nicomedes Gómez, 2";"Islas Menores-Mar de Cristal";97000;1;1;0;"Bajo";2;107;"Segunda mano/buen estado";1;1;1;0;0;0;"islas menores-mar de cristal";NA;785;9.71134020618557
"Chalet adosado en venta en calle Magón, 40";"Playa Honda-Playa Paraíso";128000;0;2;0;"Muchas_plantas";2;70;"Segunda mano/buen estado";0;0;0;1;0;0;"playa honda-playa paraiso";NA;816;7.65
"Piso en venta en Pajel, 7";"Los Nietos";65000;0;1;0;"Intermedios";3;80;"Segunda mano/buen estado";0;0;1;1;0;0;"los nietos";NA;803;14.8246153846154
"Chalet adosado en venta en urbanización Los geranios, 8";"Cabo de Palos";260000;0;3;1;"Muchas_plantas";4;119;"Segunda mano/buen estado";0;1;1;0;1;0;"cabo de palos";NA;1043;4.81384615384615
"Dúplex en venta en avenida Constitución, 28";"Los Nietos";80000;0;1;0;"Bajo";3;120;"Segunda mano/buen estado";0;1;0;0;0;0;"los nietos";NA;809;12.135
"Piso en venta en calle Magón, 12";"Playa Honda-Playa Paraíso";90000;1;1;0;"Intermedios";2;65;"Segunda mano/buen estado";1;1;0;0;0;1;"playa honda-playa paraiso";NA;687;9.16
"Chalet pareado en venta en pasaje Playa Honda, 1";"Playa Honda-Playa Paraíso";210000;0;2;0;"Primero";8;180;"Segunda mano/para reformar";1;1;0;1;1;0;"playa honda-playa paraiso";NA;1173;6.70285714285714
"Dúplex en venta en calle Orozco, 3";"Islas Menores-Mar de Cristal";145000;0;2;1;"Intermedios";3;106;"Segunda mano/buen estado";1;1;0;0;1;1;"islas menores-mar de cristal";NA;826;6.83586206896552
"Casa o chalet independiente en venta en calle Río Genil, 18";"Playa Honda-Playa Paraíso";525000;0;2;0;"Muchas_plantas";3;255;"Segunda mano/buen estado";0;0;0;0;0;0;"playa honda-playa paraiso";NA;1086;2.48228571428571
"Casa o chalet independiente en venta en avenida lugar villas caravaning s/n";"Playa Honda-Playa Paraíso";54000;0;1;0;"Primero";4;85;"Segunda mano/buen estado";0;0;0;0;0;0;"playa honda-playa paraiso";NA;825;18.3333333333333
"Piso en venta en calle Romero, 3";"Cabo de Palos";195000;1;1;0;"Bajo";2;65;"Segunda mano/buen estado";1;1;1;0;0;1;"cabo de palos";NA;715;4.4
"Piso en venta en Los Nietos";"los nietos";70000;0;1;0;"Otro";2;50;"Segunda mano/buen estado";0;0;0;0;1;0;"los nietos";NA;724;12.4114285714286
"Dúplex en venta en calle Río Segura, 42";"Playa Honda-Playa Paraíso";80000;0;1;0;"Primero";2;80;"Segunda mano/buen estado";1;1;0;1;1;0;"playa honda-playa paraiso";NA;731;10.965
"Casa o chalet en venta en Los Nietos";"los nietos";150000;0;2;0;"Muchas_plantas";5;135;"Segunda mano/buen estado";0;1;0;0;1;0;"los nietos";NA;1061;8.488
"Piso en venta en Los Belones";"los belones";110000;0;2;0;"Primero";3;150;"Segunda mano/buen estado";0;1;0;0;1;0;"los belones";NA;922;10.0581818181818
"Chalet adosado en venta en carretera de la Manga, 8";"Cabo de Palos";160000;0;1;0;"Primero";1;70;"Segunda mano/buen estado";0;1;0;1;0;1;"cabo de palos";NA;615;4.6125
"Chalet adosado en venta en calle Quevedo, 10";"Los Belones";300000;0;3;0;"Muchas_plantas";4;315;"Segunda mano/buen estado";0;0;0;1;0;0;"los belones";NA;1275;5.1
"Piso en venta en calle Angel Celdran, 10";"Los Nietos";120000;0;1;0;"Primero";3;86;"Segunda mano/buen estado";0;0;1;0;0;0;"los nietos";NA;803;8.03
"Casa o chalet independiente en venta en calle Marín, 11";"Cabo de Palos";440000;0;3;1;"Muchas_plantas";7;200;"Segunda mano/buen estado";1;1;1;0;1;1;"cabo de palos";NA;1290;3.51818181818182
"Casa o chalet independiente en venta en calle río segura, 36";"Playa Honda-Playa Paraíso";360000;0;2;0;"Primero";3;185;"Segunda mano/buen estado";1;1;0;1;0;0;"playa honda-playa paraiso";NA;958;3.19333333333333
"Piso en venta en calle isla espalmador, 52";"Islas Menores-Mar de Cristal";75000;0;1;0;"Intermedios";2;65;"Segunda mano/buen estado";0;0;0;0;0;0;"islas menores-mar de cristal";NA;703;11.248
"Ático en venta en La Azohía";"Perín";144900;0;1;0;"Otro";2;54;"Segunda mano/buen estado";0;0;0;0;0;0;"la azohia";NA;712;5.89648033126294
"Ático en venta en avenida Levante s/n";"La Azohía";157000;0;1;0;"Primero";2;62;"Segunda mano/buen estado";1;1;0;1;1;1;"la azohia";NA;688;5.25859872611465
"Ático en venta en avenida Levante s/n";"La Azohía";249900;0;2;1;"Primero";4;105;"Segunda mano/buen estado";1;1;0;0;1;1;"la azohia";NA;870;4.17767106842737
"Casa o chalet independiente en venta en avenida Poniente";"La Azohía";575000;0;3;1;"Muchas_plantas";5;278;"Segunda mano/buen estado";1;1;1;1;1;0;"la azohia";NA;1293;2.6984347826087
"Casa o chalet independiente en venta en avenida Oeste";"La Azohía";895000;0;4;1;"Primero";5;283;"Segunda mano/buen estado";1;1;0;1;1;1;"la azohia";NA;1264;1.69474860335196
"Casa o chalet independiente en venta en La Azohía";"Perín";619900;0;2;0;"Primero";3;153;"Segunda mano/buen estado";0;1;1;1;1;0;"la azohia";NA;954;1.84674947572189
"Piso en venta en avenida Levante, 29";"La Azohía";156900;0;1;1;"Bajo";2;55;"Segunda mano/buen estado";1;1;0;1;1;1;"la azohia";NA;642;4.91013384321224
"Piso en venta en calle Valle de Zaragoza";"La Azohía";230000;1;1;0;"Primero";2;79;"Segunda mano/buen estado";1;1;0;1;1;1;"la azohia";NA;710;3.70434782608696
"Casa o chalet independiente en venta en paraje los morenos";"Centro";469900;0;5;1;"Primero";5;277;"Segunda mano/buen estado";0;1;0;1;1;1;"centro";NA;1312;3.35050010640562
"Casa o chalet independiente en venta en avenida Occidente";"La Azohía";895000;0;4;1;"Primero";5;250;"Segunda mano/buen estado";1;1;0;1;1;1;"la azohia";NA;1226;1.64379888268156
"Casa de pueblo en venta en Centro";"Perín";139000;0;3;1;"Primero";3;181;"Segunda mano/para reformar";0;0;0;0;0;0;"centro";NA;910;7.85611510791367
"Chalet adosado en venta en La Azohía";"Perín";295000;0;2;0;"Muchas_plantas";3;111;"Segunda mano/buen estado";1;1;1;1;1;0;"la azohia";NA;968;3.93762711864407
"Casa o chalet independiente en venta en La Azohía";"Perín";550000;0;2;0;"Primero";3;153;"Segunda mano/buen estado";0;0;0;0;0;1;"la azohia";NA;896;1.95490909090909
"Chalet adosado en venta en calle compás";"La Azohía";210000;0;2;1;"Primero";3;89;"Segunda mano/buen estado";0;1;1;0;0;1;"la azohia";NA;800;4.57142857142857
"Casa o chalet independiente en venta en La Azohía";"Perín";575000;0;3;1;"Primero";5;278;"Segunda mano/buen estado";1;1;1;0;1;0;"la azohia";NA;1245;2.59826086956522
"Piso en venta en La Azohía";"Perín";156900;0;1;1;"Bajo";2;54;"Segunda mano/buen estado";1;1;0;1;1;1;"la azohia";NA;641;4.90248565965583
"Casa o chalet independiente en venta en cuesta Roses";"Centro";139000;0;2;0;"Primero";5;181;"Segunda mano/para reformar";0;0;0;1;0;0;"centro";NA;993;8.5726618705036
"Ático en venta en La Azohía";"Perín";160000;0;2;1;"Primero";3;84;"Segunda mano/buen estado";1;1;0;1;1;1;"la azohia";NA;791;5.9325
"Piso en venta en La Azohía";"Perín";125000;1;2;0;"Primero";2;68;"Segunda mano/buen estado";1;1;1;0;1;1;"la azohia";NA;796;7.6416
"Finca rústica en venta en pasaje Torre Nicolas P.";"Galifa";105000;0;1;0;"Primero";2;98;"Segunda mano/buen estado";0;1;0;0;1;0;"galifa";NA;740;8.45714285714286
"Casa o chalet independiente en venta en La Azohía";"Perín";550000;0;2;0;"Primero";3;150;"Segunda mano/buen estado";1;1;0;1;1;1;"la azohia";NA;912;1.98981818181818
